offence,occurrenceyear,MCI,Division,Hood_ID,Neighbourhood,Long,Lat
Assault,2016.0,Assault,D55,64,Woodbine Corridor (64),-79.3138199,43.6753197
Assault,2016.0,Assault,D54,62,East End-Danforth (62),-79.2960587,43.6894531
B&E,2016.0,Break and Enter,D41,119,Wexford/Maryvale (119),-79.28796390000002,43.74682620000001
Theft Over,2016.0,Theft Over,D33,47,Don Valley Village (47),-79.3521042,43.7864914
Assault,2016.0,Assault,D43,136,West Hill (136),-79.18622590000003,43.7684097
Robbery With Weapon,2016.0,Robbery,D14,77,Waterfront Communities-The Island (77),-79.3983765,43.6403046
Robbery With Weapon,2016.0,Robbery,D14,77,Waterfront Communities-The Island (77),-79.3983765,43.6403046
Assault,2016.0,Assault,D22,19,Long Branch (19),-79.53158570000002,43.5889282
B&E,2016.0,Break and Enter,D33,49,Bayview Woods-Steeles (49),-79.3861313,43.8039169
B&E,2016.0,Break and Enter,D52,77,Waterfront Communities-The Island (77),-79.3897705,43.6466064
Assault Bodily Harm,2016.0,Assault,D14,77,Waterfront Communities-The Island (77),-79.40009309999998,43.644455
Assault,2016.0,Assault,D51,73,Moss Park (73),-79.3679428,43.6548576
Assault,2016.0,Assault,D51,73,Moss Park (73),-79.3679428,43.6548576
Assault,2016.0,Assault,D14,82,Niagara (82),-79.4166412,43.6411133
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3923264,43.6460571
Assault,2016.0,Assault,D42,132,Malvern (132),-79.21559909999998,43.80780410000001
B&E W'Intent,2016.0,Break and Enter,D22,11,Eringate-Centennial-West Deane (11),-79.5632324,43.6659851
B&E,2016.0,Break and Enter,D33,42,Banbury-Don Mills (42),-79.33609009999998,43.7306328
B&E,2016.0,Break and Enter,D33,49,Bayview Woods-Steeles (49),-79.3823776,43.79055020000001
Assault,2016.0,Assault,D53,104,Mount Pleasant West (104),-79.391777,43.7126083
Assault,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.48204040000002,43.7463875
B&E,2016.0,Break and Enter,D43,133,Centennial Scarborough (133),-79.1502762,43.7733383
B&E,2016.0,Break and Enter,D11,93,Dovercourt-Wallace Emerson-Junction (93),-79.454567,43.6661148
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.382637,43.65297320000001
Assault,2016.0,Assault,D12,113,Weston (113),-79.50946040000002,43.69730379999999
Assault,2016.0,Assault,D54,61,Taylor-Massey (61),-79.2971573,43.6928329
Assault,2016.0,Assault,D43,139,Scarborough Village (139),-79.2258224,43.734993
Assault,2016.0,Assault,D12,113,Weston (113),-79.5063782,43.6947136
B&E,2016.0,Break and Enter,D41,125,Ionview (125),-79.26924129999998,43.7352943
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3812256,43.6570396
Robbery With Weapon,2016.0,Robbery,D55,70,South Riverdale (70),-79.33560940000002,43.66925429999999
Robbery With Weapon,2016.0,Robbery,D55,70,South Riverdale (70),-79.33560940000002,43.66925429999999
Theft From Motor Vehicle Over,2016.0,Theft Over,D41,127,Bendale (127),-79.2729874,43.7729683
Robbery - Other,2016.0,Robbery,D41,138,Eglinton East (138),-79.25560759999998,43.7350769
Assault With Weapon,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.5132217,43.7393913
B&E,2016.0,Break and Enter,D32,32,Englemount-Lawrence (32),-79.4406738,43.727829
Assault With Weapon,2016.0,Assault,D13,93,Dovercourt-Wallace Emerson-Junction (93),-79.44498440000002,43.6692963
Assault With Weapon,2016.0,Assault,D13,93,Dovercourt-Wallace Emerson-Junction (93),-79.44498440000002,43.6692963
Assault With Weapon,2016.0,Assault,D13,93,Dovercourt-Wallace Emerson-Junction (93),-79.44498440000002,43.6692963
Assault With Weapon,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3769531,43.6529198
Assault,2016.0,Assault,D43,136,West Hill (136),-79.18283840000002,43.7691765
Assault With Weapon,2016.0,Assault,D54,66,Danforth (66),-79.3348618,43.68095020000001
Assault,2016.0,Assault,D33,47,Don Valley Village (47),-79.355278,43.7816887
Assault With Weapon,2016.0,Assault,D55,63,The Beaches (63),-79.2980194,43.6704636
Robbery - Mugging,2016.0,Robbery,D31,26,Downsview-Roding-CFB (26),-79.4864502,43.7447815
Assault,2016.0,Assault,D32,31,Yorkdale-Glen Park (31),-79.4484253,43.7220726
Assault,2016.0,Assault,D23,7,Willowridge-Martingrove-Richview (7),-79.5479355,43.6810417
Assault With Weapon,2016.0,Assault,D23,5,Elms-Old Rexdale (5),-79.54827879999998,43.7221298
Assault,2016.0,Assault,D23,5,Elms-Old Rexdale (5),-79.54827879999998,43.7221298
Assault With Weapon,2016.0,Assault,D32,35,Westminster-Branson (35),-79.4430084,43.7738609
Discharge Firearm With Intent,2016.0,Assault,D12,28,Rustic (28),-79.5003052,43.7083855
Robbery - Purse Snatch,2016.0,Robbery,D41,126,Dorset Park (126),-79.2838669,43.7731895
Assault,2016.0,Assault,D32,35,Westminster-Branson (35),-79.456604,43.7881317
B&E,2016.0,Break and Enter,D51,75,Church-Yonge Corridor (75),-79.3769531,43.6529198
B&E W'Intent,2016.0,Break and Enter,D51,73,Moss Park (73),-79.3636017,43.6535645
B&E,2016.0,Break and Enter,D31,26,Downsview-Roding-CFB (26),-79.5138016,43.7198334
B&E W'Intent,2016.0,Break and Enter,D32,50,Newtonbrook East (50),-79.3995132,43.8018379
Assault With Weapon,2016.0,Assault,D51,73,Moss Park (73),-79.3694611,43.6545258
Assault With Weapon,2016.0,Assault,D11,90,Junction Area (90),-79.4656143,43.6678658
Assault,2016.0,Assault,D11,90,Junction Area (90),-79.4656143,43.6678658
Assault,2016.0,Assault,D54,44,Flemingdon Park (44),-79.325592,43.718647
B&E,2016.0,Break and Enter,D32,33,Clanton Park (33),-79.456749,43.751667
B&E,2016.0,Break and Enter,D33,49,Bayview Woods-Steeles (49),-79.38503270000002,43.791851
Aggravated Assault,2016.0,Assault,D12,111,Rockcliffe-Smythe (111),-79.48290250000002,43.6788063
Assault,2016.0,Assault,D54,57,Broadview North (57),-79.3495483,43.6913719
B&E,2016.0,Break and Enter,D55,63,The Beaches (63),-79.3081512,43.6715202
Assault,2016.0,Assault,D23,6,Kingsview Village-The Westway (6),-79.55864720000002,43.694252
Assault,2016.0,Assault,D32,35,Westminster-Branson (35),-79.44873050000002,43.78550720000001
Assault,2016.0,Assault,D23,4,Rexdale-Kipling (4),-79.5705032,43.7282219
Assault With Weapon,2016.0,Assault,D43,136,West Hill (136),-79.19508359999998,43.7643242
Assault,2016.0,Assault,D32,50,Newtonbrook East (50),-79.4107971,43.7902069
Theft From Motor Vehicle Over,2016.0,Theft Over,D55,70,South Riverdale (70),-79.3537521,43.6636772
B&E,2016.0,Break and Enter,D52,77,Waterfront Communities-The Island (77),-79.3881531,43.646965
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3778992,43.6652184
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3794479,43.66889570000001
Assault Bodily Harm,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.26812740000003,43.7070007
Assault,2016.0,Assault,D12,30,Brookhaven-Amesbury (30),-79.5028915,43.6995544
Assault Peace Officer,2016.0,Assault,D54,54,O'Connor-Parkview (54),-79.2970734,43.6982498
Robbery With Weapon,2016.0,Robbery,D51,73,Moss Park (73),-79.3679428,43.6548576
B&E,2016.0,Break and Enter,D43,133,Centennial Scarborough (133),-79.136673,43.7796021
Assault With Weapon,2016.0,Assault,D41,119,Wexford/Maryvale (119),-79.3129272,43.7584152
Assault,2016.0,Assault,D41,119,Wexford/Maryvale (119),-79.3129272,43.7584152
Assault,2016.0,Assault,D31,27,York University Heights (27),-79.4936829,43.765274
B&E,2016.0,Break and Enter,D55,63,The Beaches (63),-79.30474090000001,43.6662216
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5172195,43.75061420000001
Assault With Weapon,2016.0,Assault,D12,113,Weston (113),-79.5194016,43.7010422
B&E,2016.0,Break and Enter,D43,139,Scarborough Village (139),-79.219696,43.7450218
Assault,2016.0,Assault,D41,123,Cliffcrest (123),-79.24818420000003,43.7111244
Assault,2016.0,Assault,D52,78,Kensington-Chinatown (78),-79.3914032,43.65839
Aggravated Assault,2016.0,Assault,D51,76,Bay Street Corridor (76),-79.380928,43.65633010000001
B&E,2016.0,Break and Enter,D51,75,Church-Yonge Corridor (75),-79.3820572,43.668350200000006
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3802795,43.6486511
Assault With Weapon,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.6125946,43.72040560000001
B&E,2016.0,Break and Enter,D32,36,Newtonbrook West (36),-79.4274368,43.7872467
Assault,2016.0,Assault,D11,87,High Park-Swansea (87),-79.45130920000003,43.63934329999999
Assault With Weapon,2016.0,Assault,D42,132,Malvern (132),-79.23777009999998,43.7961273
Assault,2016.0,Assault,D22,20,Alderwood (20),-79.5448608,43.600853
Robbery - Other,2016.0,Robbery,D43,137,Woburn (137),-79.2317581,43.77643970000001
Assault - Resist/ Prevent Seiz,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.39052579999998,43.6484909
B&E,2016.0,Break and Enter,D32,40,St.Andrew-Windfields (40),-79.3940735,43.7492256
Assault,2016.0,Assault,D13,109,Caledonia-Fairbank (109),-79.4534988,43.6949806
Assault - Resist/ Prevent Seiz,2016.0,Assault,D51,73,Moss Park (73),-79.3644638,43.6556168
Assault Peace Officer,2016.0,Assault,D51,73,Moss Park (73),-79.3644638,43.6556168
Assault,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.2698059,43.7110825
Assault,2016.0,Assault,D32,33,Clanton Park (33),-79.4497147,43.7340698
Assault,2016.0,Assault,D32,33,Clanton Park (33),-79.4497147,43.7340698
Assault,2016.0,Assault,D43,137,Woburn (137),-79.21393590000002,43.7622566
Assault With Weapon,2016.0,Assault,D32,31,Yorkdale-Glen Park (31),-79.4489746,43.7174988
Assault With Weapon,2016.0,Assault,D32,31,Yorkdale-Glen Park (31),-79.4489746,43.7174988
Assault - Resist/ Prevent Seiz,2016.0,Assault,D54,62,East End-Danforth (62),-79.30097959999998,43.6894112
Robbery - Mugging,2016.0,Robbery,D54,62,East End-Danforth (62),-79.30097959999998,43.6894112
Robbery - Mugging,2016.0,Robbery,D54,62,East End-Danforth (62),-79.30097959999998,43.6894112
Robbery - Mugging,2016.0,Robbery,D54,62,East End-Danforth (62),-79.30097959999998,43.6894112
Robbery - Mugging,2016.0,Robbery,D54,62,East End-Danforth (62),-79.30097959999998,43.6894112
Assault,2016.0,Assault,D54,67,Playter Estates-Danforth (67),-79.3586502,43.67752460000001
Assault,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.28276059999997,43.7279472
Assault With Weapon,2016.0,Assault,D31,27,York University Heights (27),-79.50086209999998,43.7633629
Assault,2016.0,Assault,D54,54,O'Connor-Parkview (54),-79.297287,43.7022209
Robbery - Vehicle Jacking,2016.0,Robbery,D43,136,West Hill (136),-79.19474029999998,43.76201629999999
Assault,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.5081558,43.7190781
B&E,2016.0,Break and Enter,D43,138,Eglinton East (138),-79.2445679,43.7441444
B&E W'Intent,2016.0,Break and Enter,D32,51,Willowdale East (51),-79.395401,43.7740479
Assault,2016.0,Assault,D11,89,Runnymede-Bloor West Village (89),-79.4854431,43.6516609
Robbery With Weapon,2016.0,Robbery,D13,32,Englemount-Lawrence (32),-79.4379196,43.708313
B&E,2016.0,Break and Enter,D42,130,Milliken (130),-79.2906876,43.8249855
B&E W'Intent,2016.0,Break and Enter,D32,37,Willowdale West (37),-79.42823790000001,43.7758636
B&E,2016.0,Break and Enter,D32,36,Newtonbrook West (36),-79.438942,43.7884903
Assault,2016.0,Assault,D55,63,The Beaches (63),-79.29664609999998,43.6753235
Assault With Weapon,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.386116,43.6686325
B&E,2016.0,Break and Enter,D55,69,Blake-Jones (69),-79.3420486,43.672123
Robbery - Other,2016.0,Robbery,D51,73,Moss Park (73),-79.36863709999999,43.6521492
Assault,2016.0,Assault,D53,97,Yonge-St.Clair (97),-79.39797209999998,43.6873169
Assault With Weapon,2016.0,Assault,D31,21,Humber Summit (21),-79.57533259999998,43.7608109
B&E,2016.0,Break and Enter,D22,16,Stonegate-Queensway (16),-79.5150146,43.6392517
Robbery With Weapon,2016.0,Robbery,D51,74,North St.James Town (74),-79.37091059999999,43.6679115
Assault,2016.0,Assault,D41,45,Parkwoods-Donalda (45),-79.31211090000002,43.7488365
B&E,2016.0,Break and Enter,D42,118,Tam O'Shanter-Sullivan (118),-79.3051682,43.7758942
B&E W'Intent,2016.0,Break and Enter,D13,101,Forest Hill South (101),-79.4133911,43.684166
B&E,2016.0,Break and Enter,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.59386440000002,43.7468796
Assault,2016.0,Assault,D12,111,Rockcliffe-Smythe (111),-79.4937515,43.6716728
Assault,2016.0,Assault,D54,67,Playter Estates-Danforth (67),-79.3496246,43.6780128
Assault,2016.0,Assault,D32,32,Englemount-Lawrence (32),-79.43883509999998,43.7318878
Assault,2016.0,Assault,D33,53,Henry Farm (53),-79.3445892,43.773571
Assault,2016.0,Assault,D42,117,L'Amoreaux (117),-79.3168793,43.7926025
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3848572,43.65454860000001
Assault,2016.0,Assault,D43,123,Cliffcrest (123),-79.2291183,43.7279854
Assault,2016.0,Assault,D32,26,Downsview-Roding-CFB (26),-79.4586411,43.7309265
Assault,2016.0,Assault,D53,104,Mount Pleasant West (104),-79.39329529999998,43.7090759
Assault - Resist/ Prevent Seiz,2016.0,Assault,D22,14,Islington-City Centre West (14),-79.55690770000002,43.6101265
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3897705,43.6466064
Assault - Force/Thrt/Impede,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3897705,43.6466064
Assault With Weapon,2016.0,Assault,D22,14,Islington-City Centre West (14),-79.5586624,43.6083527
Assault,2016.0,Assault,D22,14,Islington-City Centre West (14),-79.5586624,43.6083527
Assault,2016.0,Assault,D14,78,Kensington-Chinatown (78),-79.4007111,43.6547699
Robbery - Mugging,2016.0,Robbery,D14,79,University (79),-79.4000473,43.6579514
Discharge Firearm With Intent,2016.0,Assault,D31,21,Humber Summit (21),-79.569725,43.75877379999999
Assault,2016.0,Assault,D11,91,Weston-Pellam Park (91),-79.45801540000002,43.66874310000001
B&E,2016.0,Break and Enter,D22,17,Mimico (includes Humber Bay Shores) (17),-79.4812088,43.6229706
Assault,2016.0,Assault,D11,114,Lambton Baby Point (114),-79.501503,43.6648865
Assault Bodily Harm,2016.0,Assault,D13,31,Yorkdale-Glen Park (31),-79.4438095,43.70899960000001
Assault,2016.0,Assault,D53,104,Mount Pleasant West (104),-79.3944626,43.7120667
B&E,2016.0,Break and Enter,D32,36,Newtonbrook West (36),-79.4234085,43.7831802
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3797531,43.6628265
Assault,2016.0,Assault,D13,94,Wychwood (94),-79.43078609999998,43.67120360000001
Unlawfully In Dwelling-House,2016.0,Break and Enter,D13,94,Wychwood (94),-79.43078609999998,43.67120360000001
Assault With Weapon,2016.0,Assault,D51,74,North St.James Town (74),-79.3744507,43.6688728
B&E,2016.0,Break and Enter,D12,115,Mount Dennis (115),-79.4912186,43.6865997
Robbery - Home Invasion,2016.0,Robbery,D53,99,Mount Pleasant East (99),-79.3901978,43.70841220000001
Assault With Weapon,2016.0,Assault,D53,97,Yonge-St.Clair (97),-79.3998642,43.68693920000001
Assault,2016.0,Assault,D53,97,Yonge-St.Clair (97),-79.3998642,43.68693920000001
B&E,2016.0,Break and Enter,D14,85,South Parkdale (85),-79.4253387,43.63734820000001
B&E W'Intent,2016.0,Break and Enter,D53,104,Mount Pleasant West (104),-79.39087679999999,43.6994972
Theft Over,2016.0,Theft Over,D22,14,Islington-City Centre West (14),-79.5513916,43.6176491
B&E,2016.0,Break and Enter,D41,124,Kennedy Park (124),-79.2706833,43.7244148
Theft From Motor Vehicle Over,2016.0,Theft Over,D43,127,Bendale (127),-79.2611313,43.77361679999999
B&E,2016.0,Break and Enter,D51,77,Waterfront Communities-The Island (77),-79.37378690000001,43.6484451
B&E,2016.0,Break and Enter,D32,36,Newtonbrook West (36),-79.4195786,43.7788849
Theft Over,2016.0,Theft Over,D53,98,Rosedale-Moore Park (98),-79.3896255,43.6800919
Assault,2016.0,Assault,D32,36,Newtonbrook West (36),-79.4410553,43.7934532
Assault,2016.0,Assault,D12,30,Brookhaven-Amesbury (30),-79.48762509999997,43.6952248
B&E,2016.0,Break and Enter,D51,77,Waterfront Communities-The Island (77),-79.3698196,43.645546
Assault,2016.0,Assault,D55,68,North Riverdale (68),-79.3507462,43.6777954
Robbery - Other,2016.0,Robbery,D52,77,Waterfront Communities-The Island (77),-79.38687900000002,43.64925770000001
B&E,2016.0,Break and Enter,D14,77,Waterfront Communities-The Island (77),-79.3980026,43.6394043
Assault,2016.0,Assault,D22,18,New Toronto (18),-79.5202408,43.5974464
Assault With Weapon,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.2914658,43.7269974
Assault,2016.0,Assault,D32,50,Newtonbrook East (50),-79.4099197,43.7886658
Assault,2016.0,Assault,D12,115,Mount Dennis (115),-79.4895325,43.6869965
Robbery - Mugging,2016.0,Robbery,D51,73,Moss Park (73),-79.3662872,43.6601143
Assault,2016.0,Assault,D41,126,Dorset Park (126),-79.2800903,43.7580185
Robbery - Business,2016.0,Robbery,D23,7,Willowridge-Martingrove-Richview (7),-79.56716159999998,43.6833382
Robbery - Mugging,2016.0,Robbery,D43,138,Eglinton East (138),-79.2450638,43.74323270000001
B&E,2016.0,Break and Enter,D22,18,New Toronto (18),-79.5017929,43.6042404
Assault,2016.0,Assault,D55,68,North Riverdale (68),-79.3533859,43.6677589
Assault With Weapon,2016.0,Assault,D55,68,North Riverdale (68),-79.3533859,43.6677589
B&E,2016.0,Break and Enter,D22,16,Stonegate-Queensway (16),-79.5061874,43.6438065
Robbery - Swarming,2016.0,Robbery,D51,76,Bay Street Corridor (76),-79.38067629999998,43.655777
Robbery - Swarming,2016.0,Robbery,D51,76,Bay Street Corridor (76),-79.38067629999998,43.655777
Assault,2016.0,Assault,D54,62,East End-Danforth (62),-79.2967682,43.689308200000006
B&E,2016.0,Break and Enter,D32,51,Willowdale East (51),-79.3965302,43.7700386
B&E,2016.0,Break and Enter,D14,81,Trinity-Bellwoods (81),-79.4203796,43.6483307
Assault,2016.0,Assault,D51,77,Waterfront Communities-The Island (77),-79.37378690000001,43.6484451
Assault With Weapon,2016.0,Assault,D51,77,Waterfront Communities-The Island (77),-79.37378690000001,43.6484451
Assault,2016.0,Assault,D32,35,Westminster-Branson (35),-79.44987490000003,43.7895927
B&E,2016.0,Break and Enter,D13,107,Oakwood Village (107),-79.44682309999997,43.6872749
B&E,2016.0,Break and Enter,D33,45,Parkwoods-Donalda (45),-79.347229,43.7617531
Theft From Mail / Bag / Key,2016.0,Theft Over,D41,120,Clairlea-Birchmount (120),-79.2836304,43.7182388
Robbery - Mugging,2016.0,Robbery,D41,124,Kennedy Park (124),-79.2587585,43.718792
Assault,2016.0,Assault,D51,73,Moss Park (73),-79.3649979,43.6569443
Theft Over,2016.0,Theft Over,D32,31,Yorkdale-Glen Park (31),-79.4482651,43.7248802
Assault,2016.0,Assault,D43,139,Scarborough Village (139),-79.2197266,43.7451057
B&E,2016.0,Break and Enter,D14,93,Dovercourt-Wallace Emerson-Junction (93),-79.4366837,43.666107200000006
Administering Noxious Thing,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.38501740000002,43.64477539999999
Assault With Weapon,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.38501740000002,43.64477539999999
Assault,2016.0,Assault,D43,136,West Hill (136),-79.1779709,43.7748604
Assault,2016.0,Assault,D13,107,Oakwood Village (107),-79.4410629,43.6819801
B&E,2016.0,Break and Enter,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.590538,43.7460251
Assault,2016.0,Assault,D13,92,Corso Italia-Davenport (92),-79.4417496,43.6747322
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3813324,43.6511726
Assault,2016.0,Assault,D32,38,Lansing-Westgate (38),-79.41687009999998,43.7636909
Assault,2016.0,Assault,D14,81,Trinity-Bellwoods (81),-79.41017149999998,43.6475945
B&E,2016.0,Break and Enter,D13,32,Englemount-Lawrence (32),-79.43132779999998,43.7078781
